H2_Resource,Zone,H2_FLEX,H2_LIQ,H2_GEN_TYPE,H2_STOR,LDS,New_Build,etaP2G_MWh_p_tonne,etaFuel_MMBtu_p_tonne,Inv_Cost_p_tonne_p_hr_yr,Inv_Cost_Charge_p_tonne_p_hr_yr,Inv_Cost_Energy_p_tonne_yr,Fixed_OM_Cost_p_tonne_p_hr_yr,Fixed_OM_Cost_Charge_p_tonne_p_hr_yr,Fixed_OM_Cost_Energy_p_tonne_yr,Var_OM_Cost_p_tonne,Var_OM_Cost_Charge_p_tonne,Fuel,Max_Cap_tonne_p_hr,Min_Cap_tonne_p_hr,Max_Charge_Cap_tonne_p_hr,Min_Charge_Cap_tonne_p_hr,Max_Energy_Cap_tonne,Min_Energy_Cap_tonne,Existing_Cap_tonne_p_hr,Existing_Charge_Cap_tonne_p_hr,Existing_Energy_Cap_tonne,Cap_Size_tonne_p_hr,Ramp_Up_Percentage,Ramp_Down_Percentage,H2Gen_min_output,H2Stor_min_level,H2Stor_max_level,H2Stor_self_discharge_rate_p_hour,H2Stor_Charge_MWh_p_tonne,H2Stor_Charge_MMBtu_p_tonne,H2Stor_eff_charge,H2Stor_eff_discharge,Start_Cost_per_tonne_p_hr,Up_Time,Down_Time,Flexible_Demand_Energy_Eff,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance
Electrolyzer_1.0,1.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_1.0,1.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_1.0,1.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_1.0,1.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_1.0,1.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_2.0,2.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_2.0,2.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_2.0,2.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_2.0,2.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_2.0,2.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_3.0,3.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_3.0,3.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_3.0,3.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_3.0,3.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_3.0,3.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_4.0,4.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_4.0,4.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_4.0,4.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_4.0,4.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_4.0,4.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_5.0,5.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_5.0,5.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_5.0,5.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_5.0,5.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_5.0,5.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_6.0,6.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_6.0,6.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_6.0,6.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_6.0,6.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_6.0,6.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_7.0,7.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_7.0,7.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_7.0,7.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_7.0,7.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_7.0,7.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_8.0,8.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_8.0,8.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_8.0,8.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_8.0,8.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_8.0,8.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_9.0,9.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_9.0,9.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_9.0,9.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_9.0,9.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_9.0,9.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_10.0,10.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_10.0,10.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_10.0,10.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_10.0,10.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_10.0,10.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_11.0,11.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_11.0,11.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_11.0,11.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_11.0,11.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_11.0,11.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_12.0,12.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_12.0,12.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_12.0,12.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_12.0,12.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_12.0,12.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_13.0,13.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_13.0,13.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_13.0,13.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_13.0,13.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_13.0,13.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_14.0,14.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_14.0,14.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_14.0,14.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_14.0,14.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_14.0,14.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_15.0,15.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_15.0,15.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_15.0,15.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_15.0,15.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_15.0,15.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_16.0,16.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_16.0,16.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_16.0,16.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_16.0,16.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_16.0,16.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_17.0,17.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_17.0,17.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_17.0,17.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_17.0,17.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_17.0,17.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_18.0,18.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_18.0,18.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_18.0,18.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_18.0,18.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_18.0,18.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_19.0,19.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_19.0,19.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_19.0,19.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_19.0,19.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_19.0,19.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_20.0,20.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_20.0,20.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_20.0,20.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_20.0,20.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_20.0,20.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_21.0,21.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_21.0,21.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_21.0,21.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_21.0,21.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_21.0,21.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
