,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76
z42,1110.7089705829878,1283.7670747150692,1247.237025380055,1036.9822710732656,1209.7275361746852,1537.0363645273253,1502.8901551914141,1392.1606664442552,1118.7307578751036,1690.5167290791526,946.3578595105813,1357.4241974776057,1083.3805846242328,1736.9901601732035,1410.5686323260431,1396.3554625599709,1704.05158033356,1133.5315209081477,980.2630418495413,1215.2892589397916,783.2930560262413,754.9439655530313,1233.6583421789708,1008.5648292054915,720.0643018590869,866.7906960556877,560.6922138677102,912.443717018677,1052.6592834432429,980.8000323384945,413.45846124811675,849.1555587612896,636.0935585415082,254.28414984481836,535.1517593376788,235.77247665128783,255.5987029985536,562.1930265286024,704.2487112104609,930.9693130749932,692.4280007840124,0.0,527.8346222092102,816.1862849789883,936.9805259045027,557.5441113805919,432.1412423525094,454.69374022144217,819.0255036066796,552.074777494307,663.4022440209512,681.2191069440322,493.44579373754976,1075.6280015657321,1091.4693867787998,467.05542751817563,676.7307166948294,952.626727593941,497.079928333373,492.28618562613,416.0444247065637,731.9170654138412,956.6869514896936,2165.072106252084,1192.6140162582064,1398.3677925411998,1515.2497949376418,1736.9578092001332,1579.1482881365832,1631.6427362573413,1042.0173257656181,1882.8308556004733,2173.557036670594,2049.458622901674,1365.2321033045698,1393.317274967251
z43,700.1013555976064,816.0741181971761,730.7377163841422,691.6389108218063,828.0912515458734,1136.723401742277,1039.8392908891694,901.8977939561902,601.4376065826984,1189.2753168960326,512.0086402330704,925.593108528427,593.3641575082189,1257.0690632222577,1026.4250572527326,880.2702596557639,1249.1844695833227,690.2068635777179,489.5122877295945,718.8358608407061,1302.311619161972,1130.7135504557275,1712.187689914792,1396.3510024686018,987.1869173551574,1340.8016897678544,1046.6414979088647,1439.825827402685,1559.9489846813374,1206.7803566364798,457.51768272548264,690.1337992157013,193.47787038157233,624.4235964827076,614.943946738285,679.516834150295,272.7810844873116,331.77727962889054,568.4679532130428,589.2824453007473,753.5163153221681,527.8346222092102,0.0,434.6717924745048,862.9799034889536,783.9944256597108,191.15674668627383,840.2604448071654,805.8282058034551,527.634807516898,457.22773030737545,757.1509083925953,749.8096609366794,1032.9175266040122,929.9569973873831,320.43216462787325,646.1133398751057,894.977845222835,647.3136345286293,225.48265466827624,437.3589767398325,587.6078097796623,1053.006509614702,1990.9416861556272,952.9759080898796,1184.3569394307078,1252.1990078436547,1515.657316948135,1266.1281309826704,1448.1318986578008,844.1803778679258,1687.1618048512585,1954.4029436508845,1938.8158808003188,1083.8316501483148,1363.6262232531794
z44,294.72955317331764,484.5668239235495,550.856997035253,256.9766848012374,404.9927923868368,727.7130807883644,694.115510271263,613.3588966687591,452.4661357021018,916.2583517751724,147.9868140510868,541.3474044704257,339.75312298104734,935.4329705995119,607.334661731507,679.245694376827,890.0138837174004,324.23884821662455,269.58899555372227,463.3563356517054,1491.3999633170313,1148.3466806983174,1799.3811419214517,1393.8106974197342,935.2678147743887,1444.4618323702891,1195.1508055199536,1684.997512548893,1706.9173424346059,1079.83491027377,490.3870595039501,369.67916639490335,241.1939556401311,772.9092750266607,550.2346043111218,1026.449015431453,597.1388791150853,265.52394313184715,333.170462244609,156.64357116994773,602.2410758430455,816.1862849789883,434.6717924745048,0.0,563.079500726216,757.3331661075723,394.60467440383144,924.4920030606155,571.9462840535889,962.25680266357,878.204905515227,1191.377833908017,1161.888011924453,1455.8467517001934,1327.8604049135567,754.8328802587314,1079.6543919396847,1319.192529510183,1072.4756374086548,659.7444787727259,865.2715447667777,1010.499321937689,1487.6566464790826,1570.8494940846629,535.5372965291375,766.7164473216484,820.7703294856192,1089.2808531039132,831.7447310792257,1033.5278118466185,457.9007661308342,1264.841538546198,1524.8569551560443,1540.3119024117134,651.4258836511307,1028.4316021522598
z45,653.196541944043,887.3036874098492,1064.3542324666805,494.3244557769424,632.4125294050539,885.0829097634164,1018.4142904488771,1033.596845045,992.4131866480689,1302.7669127646209,663.1546788697977,832.8990435956648,855.2897920901127,1253.9577807316596,759.174499988856,1162.2975406784,1148.5560042724674,741.2369083122092,816.8910636350636,946.9055308419771,1329.0392169703061,824.0890264005905,1477.051068397273,1008.1840194132333,576.9620279765563,1177.5756657097745,1027.2477458050466,1579.4078226777574,1465.3591340114006,602.2399852026233,532.2402685742367,193.65431881898263,712.6577039437839,741.5426607839967,407.00290456126476,1171.5929500126038,850.9059291543645,531.8665768624684,294.76764041126825,477.6431439815026,278.34669523645846,936.9805259045027,862.9799034889536,563.079500726216,0.0,507.48440480552074,704.7744509766047,747.1301540775669,134.83199532004897,1326.5802717853858,1310.3872734771323,1531.7124503411692,1410.6882523656852,1870.166803290629,1790.3269696538318,1133.006744014809,1460.4080750188466,1732.5093137687265,1369.8206671465136,1063.371445303538,1195.9031047526141,1434.8416514242972,1832.058918720497,1228.490165324368,367.51660580750314,499.4371078456448,649.6226474182623,820.7905196626306,766.1670711031812,701.8014274311503,226.96413142377887,952.128780783054,1246.359405011847,1119.7297541542368,548.9882106876714,501.332016673377
z46,990.9281920216213,1219.6524546382225,1305.1786026818233,854.5901782933649,1030.3433863187097,1333.1534411097628,1401.8170373750083,1359.2004178547725,1196.5627120945692,1657.0371145556521,903.1954184100573,1222.7179508270137,1096.6297260288939,1647.689787198603,1200.932067544151,1436.5553055308476,1568.391798019409,1055.699589487453,1016.8457612042315,1220.1673603490588,825.4616134007281,391.0349660643135,1047.7201308809167,641.3295747127353,203.19651538269338,707.6467252948221,521.0876036358862,1072.069855124059,987.3950518540427,440.98866659754316,328.72679024131605,535.4226942245083,741.6364137547528,307.24388766618375,207.2818955060713,765.4780782480432,612.5174741880604,535.6522730934868,450.8977365563472,778.9732287901236,232.22144115464909,557.5441113805919,783.9944256597108,757.3331661075723,507.48440480552074,0.0,593.8585837731331,240.02968033522268,372.90523800288315,1074.2496629828327,1132.0247137423353,1233.0788760745397,1049.032859790467,1618.2770588083433,1601.7176715753421,927.3213538112392,1207.6227123433696,1488.961177750074,1051.2685335327965,899.193721692975,932.371118550648,1231.4404954856857,1513.9726247595781,1694.039015701121,857.0573042539539,1006.7347418667688,1155.9839634952698,1321.0360226393802,1264.284776478956,1192.8312656515293,699.5805689145624,1438.1637710009954,1733.9370281481044,1544.8324155936273,1043.0713339213653,873.1529312418675
z47,688.0352754404056,851.8835511404086,826.8529051446799,636.2555526560641,798.0811924249209,1122.2623827137234,1071.8784284656208,960.6790775069903,700.7305136582926,1260.3159633059054,516.304862721131,931.6703914511035,653.0610039569532,1304.9028340289715,1000.6259845856907,974.3224897384728,1274.8014284569078,703.8173052216247,551.0569637590746,785.5451477748757,1168.1183452098264,948.649976386184,1548.6063585052482,1213.3641329723189,797.0187112112194,1178.801781421682,894.5545883351173,1331.6741731313878,1412.6884544819204,1015.800499547344,266.46994861185755,549.4009393708233,207.27071507606112,461.94244293430137,424.7472634518364,632.6652406186167,202.8050718056763,184.8562661207051,412.7407983688422,528.3349504665626,568.0250458682532,432.1412423525094,191.15674668627383,394.60467440383144,704.7744509766047,593.8585837731331,0.0,666.4342115465845,632.6310964117781,629.0820681527547,607.4232305290999,846.1873444138517,778.7404807076056,1166.4629302588548,1089.3783583483576,429.5230232987672,760.2377310666529,1028.5203577013822,703.9120921594042,359.5094789171376,508.2863192647216,730.2410339316823,1148.1762122357566,1879.011821788489,852.0872718766464,1078.0186728708406,1166.768306953658,1416.556164250142,1203.8341292011053,1334.51854135106,723.6266187099312,1580.3105052274896,1858.1694365391686,1806.7875840672061,1003.9325189739623,1205.3369394975061
z48,1184.6168408871526,1403.816142759161,1454.8965820248413,1060.1695862099823,1239.5052967611196,1551.8651771457382,1598.6116388466635,1537.324730281037,1337.2335756970613,1839.4399590724283,1072.4493531329658,1424.995392808322,1255.2453524744444,1844.4722250514985,1419.2372549982379,1594.3728801976204,1775.270569947073,1239.8640345612137,1165.523086012237,1384.52045071364,593.967665850787,305.098823975856,886.769703201587,567.7070072998827,298.9471454016191,522.4417686488712,287.39595102142545,833.5109483300208,783.5105921972093,555.143836809556,440.32134262414195,759.5770722060842,852.0267667287706,225.2069331032031,398.66896981684243,612.3882673053013,607.6397383295247,672.4382737055859,654.7637515828935,974.1849804872924,470.1413134751439,454.69374022144217,840.2604448071654,924.4920030606155,747.1301540775669,240.02968033522268,666.4342115465845,0.0,612.3742745426302,1006.1363639039897,1102.9209028229968,1127.9028407811713,911.6390337538068,1526.7079765318117,1545.3212039978464,898.8046086037943,1131.3857628943606,1406.1381360809469,942.7976552639719,897.1909198459801,868.1127335053652,1182.4312506279568,1387.1966054196625,1925.9810910646024,1091.6392287816457,1246.5268375015394,1394.6137150631102,1560.6396438080062,1499.5092144184073,1431.2633665101532,933.0015315429611,1675.2914162204381,1970.939198878554,1767.2064367303915,1277.7215575651003,1093.9648066598731
z49,718.1386283363937,955.1238024728641,1104.5894983797998,563.0232924467424,720.0663995974845,994.9203113859114,1105.6663615639063,1101.1493910582444,1019.7543573690548,1382.3694790873053,693.0500190547416,920.5016046203622,891.5768175393804,1346.4664586394883,865.698029812937,1214.577929465993,1249.5215590024625,799.8895872932611,838.6028986898889,995.672107300436,1195.8995231968413,702.4715763173456,1361.4161186131091,901.9598803686177,456.3131634859438,1051.8479333050402,893.2536804512536,1444.960912690971,1338.6054775303676,523.5496344292679,426.8147372908969,225.25413765803864,677.8436206543699,612.8172705017404,284.08983804403556,1051.6400260542646,756.9020541665567,476.7039773836556,252.9317966250542,521.5367956451871,143.81488431097227,819.0255036066796,805.8282058034551,571.9462840535889,134.83199532004897,372.90523800288315,632.6310964117781,612.3742745426302,0.0,1238.9274165323739,1239.3787075491164,1435.9179960794327,1300.8464761570788,1787.1596439455586,1721.722169428125,1052.8691725182416,1374.0977668714756,1650.5478286073007,1268.4352627900143,991.3374438251916,1104.0996304200864,1359.5371134441696,1733.8769461677675,1352.131855947905,491.8357921412188,634.2586571672722,783.3420622065619,954.1014812195878,895.8588313462648,832.1597865875306,339.93512516885755,1081.40441097179,1376.4555695740294,1230.6452831670197,676.3996061000137,585.667451337244
z50,1220.9211413296734,1305.7086939562819,1154.1480861190405,1219.2334751299393,1352.5484178220433,1652.7467534335856,1525.2633778355414,1364.6388021911234,1033.8557065011794,1623.0798213144021,1031.6405711055977,1433.575963589387,1074.1310881957284,1719.6594131528448,1548.0788482744392,1294.4334978712945,1735.5005551867444,1199.8911379167935,977.4580942867185,1183.113078310025,1236.7119009375558,1306.9448383418007,1737.452544190476,1558.3350358436562,1256.8536920219015,1385.216206546387,1082.7763153040999,1271.5312962559015,1521.8348730073071,1512.6992449051954,818.1756106639886,1178.4076624348297,721.0843859164711,794.1825201536166,982.153191057878,489.3365313745016,483.73939692771813,813.1793134055824,1039.5618251364428,1116.2299796567318,1144.4934834007197,552.074777494307,527.634807516898,962.25680266357,1326.5802717853858,1074.2496629828327,629.0820681527547,1006.1363639039897,1238.9274165323739,0.0,194.30202456011293,230.65401323323957,327.32540738702687,550.3861363249031,539.3953420317125,207.66649360317027,135.72294358264497,416.6460491499223,188.38764404459693,303.91009788875004,141.88138777956712,190.98390769322586,525.9193430969992,2505.330673931637,1471.5606924203937,1700.9696200575697,1777.1706873596868,2036.4589252084509,1793.7472040064647,1960.8513870706136,1350.6747148955083,2204.35675526893,2476.9091025209927,2435.628596511539,1609.69524539086,1822.5397465988801
z51,1110.4570693225455,1167.0392513368636,991.7479662678028,1131.547543153837,1246.9491020826745,1530.8898595009953,1381.1464707247223,1211.9367458537827,877.4185364405174,1456.972418361751,923.2148815736149,1305.899277216034,935.6984595053362,1562.8075325005932,1435.0166418654026,1126.7561764711543,1589.7831112207186,1077.3055597797306,845.8505567687853,1034.3839198987193,1398.1116838022156,1407.9082127966628,1884.6283326723603,1667.3897394822818,1326.1956204958412,1523.9010515466907,1217.9710469470836,1451.5323028022765,1680.9509997361547,1572.7318716543928,840.1139446381319,1144.5567000883698,642.3477418245709,880.6380022609811,1007.8047939309837,654.0240632677907,519.5643157320233,780.0185737260172,1016.1976870640718,1034.8445470966012,1163.8464246554954,663.4022440209512,457.22773030737545,878.204905515227,1310.3872734771323,1132.0247137423353,607.4232305290999,1102.9209028229968,1239.3787075491164,194.30202456011293,0.0,382.72930050886026,521.6191130134098,577.9139035880179,482.49579733015753,205.87432764677305,234.7811482215631,440.9879824654015,382.68633799607613,248.05151232117277,264.7439579620594,132.32629324471876,639.936455431795,2445.4777279455307,1407.1388366273543,1638.962508326724,1698.7909977144418,1966.859689606899,1699.0671685414131,1903.8182490107988,1301.392005618739,2140.646034133693,2403.0497228477975,2396.007402978384,1529.1876385665073,1811.6192474379093
z52,1451.574413434247,1533.2052472944304,1371.7817869346097,1448.2869041174215,1583.0950216451454,1883.0899555903277,1751.4807743018173,1587.5366991104881,1254.564884685295,1838.5878705149953,1262.2934123036507,1663.2303219503265,1301.360215904533,1940.8974256295232,1778.7313566288299,1508.6064388685463,1961.370691682416,1429.9505200119836,1205.9772543209099,1407.370676441646,1249.599571192965,1416.0484945734995,1770.0428992808604,1652.7055735709946,1401.28330426767,1438.6674903489197,1149.7279305501152,1233.4926941751526,1533.868757930179,1661.8992223343516,1009.7555805481726,1392.7779503545928,950.3847309533809,935.1561662114173,1167.497599195927,538.5264983776914,680.8762511345731,1031.042402762097,1250.8200966872953,1344.5494867276718,1331.0885579068618,681.2191069440322,757.1509083925953,1191.377833908017,1531.7124503411692,1233.0788760745397,846.1873444138517,1127.9028407811713,1435.9179960794327,230.65401323323957,382.72930050886026,0.0,261.04581792761815,402.16097873236805,490.7382856898849,436.7204806109061,152.494117555504,298.47505666509187,185.11522674043738,534.4078236781277,338.2921488143932,294.56496760648986,302.0746214564364,2725.1990028616856,1695.0432792861766,1923.094256105159,2003.5855078913617,2260.1943027713687,2023.1036937648732,2180.696490824413,1569.8125170675187,2426.0060505768397,2701.2987074293087,2647.337497006274,1836.836775687688,2021.5613367173135
z53,1444.5038376917064,1563.8244750640013,1443.9009585234778,1412.4264846027186,1566.0527429942495,1882.5912273813685,1787.1603994103627,1639.7428142499016,1318.514953330014,1913.0935652120038,1258.9525615038488,1675.0120053561195,1336.8224064758142,1996.6224704328756,1767.5053791217617,1589.0139438959225,1997.1961371377768,1439.7463150742876,1234.7636975404541,1455.9849085140877,988.6946583669724,1185.9231673546049,1510.1499199196387,1412.0611367312079,1198.9503081888238,1183.5331255757353,901.0819482696853,978.570853425844,1272.8331510644302,1460.4061042338535,878.4483987271428,1296.6469833848066,930.7409696449375,742.3500868311652,1020.0585990411593,300.985206808991,583.2394954080436,956.1276657357793,1150.2661757263768,1304.923611203745,1181.000561951087,493.44579373754976,749.8096609366794,1161.888011924453,1410.6882523656852,1049.032859790467,778.7404807076056,911.6390337538068,1300.8464761570788,327.32540738702687,521.6191130134098,261.04581792761815,0.0,652.0151885813434,750.3185331375321,462.243225496191,358.25413365107124,558.6524341141891,139.02665124368926,559.5147339358012,325.0031470958168,489.97891606130395,476.0912279763316,2630.715751070836,1623.4705740966303,1843.1678048454535,1942.2344359638982,2183.5778954050434,1982.5177641457417,2089.980147813442,1484.2937433102688,2339.778425858153,2624.583860469724,2529.718344512959,1781.5001110900737,1881.6887040316249
z54,1678.7837846103232,1709.5854759950796,1498.2130156586104,1708.1430156147271,1816.8993650170403,2087.3235313165455,1912.285999791549,1731.7715473385922,1400.4362349705348,1939.7022626495636,1494.2310394575059,1858.93314701873,1483.2589971094621,2066.809048777662,1999.261362488392,1614.8549382738033,2115.140906099363,1637.7585837054985,1402.451962061811,1565.5017098495975,1633.4265713432603,1817.4309874844305,2158.442240476094,2054.8512125978273,1793.8819434261939,1835.5404443583473,1550.290531906168,1586.8470136961064,1914.421207994611,2052.919187441327,1368.3648913884645,1713.3063293246887,1220.1427173537975,1327.4926654755789,1532.5353199930055,940.2141421264386,1033.918040533271,1346.636785101714,1579.2002165220772,1612.4856987507953,1694.8409526210853,1075.6280015657321,1032.9175266040122,1455.8467517001934,1870.166803290629,1618.2770588083433,1166.4629302588548,1526.7079765318117,1787.1596439455586,550.3861363249031,577.9139035880179,402.16097873236805,652.0151885813434,0.0,239.88066429794443,737.217921495143,414.6741377552025,138.25110620903618,585.6583981454047,813.3024004987728,690.1800327682055,445.92734599512835,275.14484986260067,3023.125874947393,1984.7796429812295,2216.521774189782,2276.076891396434,2544.745660058142,2272.0978174165625,2480.9263804111756,1876.155785035047,2718.4868800906715,2980.514609205573,2969.092557789252,2106.3341767721254,2368.813147574656
z55,1523.7077888660945,1529.1161979942697,1301.1810900331102,1571.3823930789272,1662.9872642350053,1914.568626355746,1722.4610943526968,1537.7368844542304,1213.01072435346,1728.5741031723198,1345.8104116705324,1684.99526899976,1309.622030829147,1862.5298720631274,1835.6474774620556,1408.8943676404656,1920.4565929577675,1473.3601600656277,1237.8064771316026,1379.706914079393,1735.7871493736798,1846.320366980503,2251.5957659700143,2096.7012752825003,1790.0920443082366,1910.1036848801366,1612.384086564659,1723.5514818556062,2020.986011088376,2042.419725603863,1320.4309293451506,1620.0839826162764,1103.6489858401305,1331.2574447726267,1487.9980738919835,1004.0584045756824,993.3437792056147,1258.7016122615141,1495.6485646137146,1482.814086139183,1645.4292670415557,1091.4693867787998,929.9569973873831,1327.8604049135567,1790.3269696538318,1601.7176715753421,1089.3783583483576,1545.3212039978464,1721.722169428125,539.3953420317125,482.49579733015753,490.7382856898849,750.3185331375321,239.88066429794443,0.0,678.4492205110793,421.7075734745024,213.41458190724546,646.3499953154972,730.4308600141434,677.7321952104453,370.4543892127178,491.4393902423675,2897.7612434980033,1863.149173930891,2094.56402137171,2139.1705298245297,2413.3150392678954,2120.879615623582,2361.2820993461323,1768.5163241627695,2591.2204687020626,2842.3507837048387,2862.998735224316,1969.45066481574,2291.642029449382
z56,1017.0141097863353,1112.9272748501176,981.7929947682579,1011.795374508867,1147.2121819242147,1451.1159873982333,1334.72863143349,1181.2358463213095,856.9287130265016,1451.1793979596907,827.9138132647882,1234.741758991825,882.8771214024127,1537.9279855007014,1344.0613485629342,1126.7764491280095,1545.2073983855266,999.952979670372,783.2330482980975,997.9386427748819,1225.8891911652624,1203.9020886258675,1697.924799537095,1464.6199832523428,1120.5949195538028,1333.0739365128063,1026.7336062017614,1305.165604236294,1504.7777216558436,1368.2467594710054,642.8096564002225,977.9871857397529,513.7357176029207,675.6480041683652,810.103122613025,500.13190055914947,315.65274883140114,611.4287010470838,842.2037701551967,908.5918678487889,968.9453697114831,467.05542751817563,320.43216462787325,754.8328802587314,1133.006744014809,927.3213538112392,429.5230232987672,898.8046086037943,1052.8691725182416,207.66649360317027,205.87432764677305,436.7204806109061,462.243225496191,737.217921495143,678.4492205110793,0.0,332.48950859248464,599.5036123461047,341.30755779529227,101.02306191826932,137.72115554813075,309.2818124639023,733.5745304788388,2300.1523019966094,1265.0323102454506,1494.9674012739422,1569.628337624913,1829.6701112547646,1586.4826929982019,1755.8846932330173,1146.5902307501985,1998.4072619572285,2269.8341949773776,2235.2286458663016,1402.0567936891694,1632.2369227219306
z57,1328.3079413642236,1397.2723266028588,1226.5043521272298,1336.1674240042175,1462.4789318712328,1755.0121776726755,1613.2232698610828,1445.775892785888,1111.5891735874459,1691.608221259371,1139.4416510604756,1532.2439900250497,1165.4620223511117,1797.3327432576302,1654.8089135928697,1361.339362196051,1822.4058245596252,1301.036324377385,1072.848481304605,1267.2722642815895,1323.430134839125,1429.5276695600387,1834.092684699384,1677.0432212343235,1387.968159039528,1489.243157916933,1190.736002468123,1334.141162628931,1609.1777290090156,1644.9919582240198,953.8663796194912,1309.5136401373895,838.938128560698,923.4351405225574,1117.8612664615564,583.9897314223307,619.4175107278328,943.3387699807494,1172.032538014591,1235.1042117035051,1280.2157408695482,676.7307166948294,646.1133398751057,1079.6543919396847,1460.4080750188466,1207.6227123433696,760.2377310666529,1131.3857628943606,1374.0977668714756,135.72294358264497,234.7811482215631,152.494117555504,358.25413365107124,414.6741377552025,421.7075734745024,332.48950859248464,0.0,281.6360044002202,233.43709679491863,420.69246864075444,276.16901130299357,143.78277305720079,412.3552751976203,2632.3869275651414,1596.444188701876,1826.8217964169912,1898.3049530339208,2160.5622653578966,1908.9964275510092,2088.22308724296,1479.0795059829184,2330.229195600905,2600.0642587214347,2566.931737461072,1729.9055235392357,1957.2278825006397
z58,1545.951844891554,1583.7273002356135,1380.0822396924532,1572.2137928183988,1683.6210123417368,1958.2781197510992,1789.6343203351048,1611.4316416417732,1278.2295954039325,1828.673130665754,1360.4298077087165,1730.602271652779,1355.7047739641835,1951.0958213050296,1867.8786132932971,1501.334921638195,1994.2867262658,1507.169246608256,1272.517356114337,1442.0467824272325,1547.2545304218563,1700.701745232932,2068.4398555749754,1942.9464549906363,1667.8054228211374,1736.3144914387055,1445.109697307967,1520.8140103633566,1830.998876744479,1925.6220543397633,1233.2148269785812,1575.1021786454235,1082.7686149759847,1202.2317986021665,1398.1111607790901,833.1297978742682,898.9457727224549,1208.4529688891416,1441.2351710256141,1475.832505713197,1559.9627286087293,952.626727593941,894.977845222835,1319.192529510183,1732.5093137687265,1488.961177750074,1028.5203577013822,1406.1381360809469,1650.5478286073007,416.6460491499223,440.9879824654015,298.47505666509187,558.6524341141891,138.25110620903618,213.41458190724546,599.5036123461047,281.6360044002202,0.0,473.3305739935141,675.0548785352381,557.7750096663593,308.7211805611627,292.63352611425967,2885.5052679071887,1847.196450519166,2078.87494789316,2139.734533693933,2407.7179861638406,2137.8437772155194,2343.0795301442763,1737.9889766811546,2581.0625003558857,2844.0314151571465,2830.842612840369,1970.0892217301068,2231.518710256621
z59,1347.1799780311037,1453.1657612337344,1320.4804963504353,1327.0696695373294,1473.2084479029895,1784.034442851933,1675.4469742247875,1522.4713550008355,1196.8378650851973,1790.1524999580206,1159.3217744385952,1571.2911008454062,1223.7303877874854,1879.0916817012987,1672.8957576357227,1463.884836439169,1885.890994924363,1335.9597277272583,1123.3885666419967,1339.2328767172557,1091.4326037030762,1231.7821113024086,1605.262851685367,1470.566881324192,1216.979303848152,1265.834187098703,972.1672715409491,1102.3225604008258,1377.0857517426418,1477.868516364001,841.6697246563466,1240.8827560596496,835.3750886869918,751.2956014215334,994.8576439824506,360.3744866327398,522.1404693346559,886.9417355047201,1096.3265396460492,1220.7757405291352,1158.2170078505942,497.079928333373,647.3136345286293,1072.4756374086548,1369.8206671465136,1051.2685335327965,703.9120921594042,942.7976552639719,1268.4352627900143,188.38764404459693,382.68633799607613,185.11522674043738,139.02665124368926,585.6583981454047,646.3499953154972,341.30755779529227,233.43709679491863,473.3305739935141,0.0,441.6879026571568,210.26180070750263,355.74980914794986,467.1364923018019,2576.850939504472,1555.813904735974,1780.3558292610037,1870.3127300352648,2119.71571328058,1900.9628328628144,2033.3487866377027,1423.4417192423384,2281.143329424228,2561.3822020408984,2488.7905344689143,1706.310251898828,1853.6355653905343
z60,917.5472013609108,1011.9847273965173,884.9010696983592,916.5992230046811,1048.6872898827262,1350.844535312316,1233.9201503994695,1081.4799552481993,759.054593845136,1353.7469477926606,728.3185464476246,1133.9166309856607,782.1155694918895,1438.2915611774629,1244.6911346497043,1030.9348692011417,1444.3901627179337,899.2501306066828,682.2624220336437,897.9928668075864,1269.2388306893447,1200.9227044386712,1724.9097230278826,1464.8842672954931,1097.6580852565883,1356.2774974184072,1051.2287124915208,1366.0257794553975,1543.2903654694203,1337.7815798637534,596.3548313652647,900.7666718898948,418.6697027560541,671.9865754873741,763.7442430956735,566.0890607934873,292.1310725604111,534.6618252591636,769.7321929253562,814.7159787423378,917.7175176658409,492.28618562613,225.48265466827624,659.7444787727259,1063.371445303538,899.193721692975,359.5094789171376,897.1909198459801,991.3374438251916,303.91009788875004,248.05151232117277,534.4078236781277,559.5147339358012,813.3024004987728,730.4308600141434,101.02306191826932,420.69246864075444,675.0548785352381,441.6879026571568,0.0,234.73450006212315,371.85351367404127,828.0818592451956,2213.936584264602,1176.7747960198153,1407.688350956023,1477.6229029175122,1740.3136206871745,1490.5762350737407,1670.3617332019821,1063.373226070748,1910.8920910140005,2179.4979179613083,2155.793739095332,1309.311988709116,1564.391217527586
z61,1137.4260607971144,1243.872415781848,1118.9174240806399,1120.9525366615487,1264.3299956407106,1573.9839694539546,1466.5240081206057,1315.982689108723,993.5503487764773,1588.0925263878457,949.3226498228711,1361.0413729706916,1015.1241044767999,1672.8373283175579,1463.491256813532,1264.2444999578886,1676.8896556702425,1125.7018567136147,914.1624126674781,1132.3853802481456,1133.3679455786319,1170.458981154657,1622.3899993631376,1424.4834593392352,1115.3774465634126,1264.3628293811073,959.463155064471,1192.5587226279247,1416.3296245232327,1370.8949848415036,680.6793715964026,1054.5298444106909,626.6985020007334,653.7886338320614,843.1768161596768,390.52881462647423,347.2185714625195,693.0862104484638,912.9389984103817,1015.4377824197645,1006.0545531820429,416.0444247065637,437.3589767398325,865.2715447667777,1195.9031047526141,932.371118550648,508.2863192647216,868.1127335053652,1104.0996304200864,141.88138777956712,264.7439579620594,338.2921488143932,325.0031470958168,690.1800327682055,677.7321952104453,137.72115554813075,276.16901130299357,557.7750096663593,210.26180070750263,234.73450006212315,0.0,316.01295711498017,640.3594418602031,2387.181055037294,1358.8337470948377,1585.9783756528598,1669.922969903911,1923.8458227801757,1695.641580192679,1842.739125820082,1231.839635671779,2088.5397390932544,2365.261366852251,2309.7128813206573,1504.3965703190072,1688.9942750171774
z62,1241.2476286215215,1291.5119711799946,1105.8026881287758,1263.8504786757067,1378.1460488114606,1659.2218685664702,1503.10189169188,1330.543717820899,995.5912645440703,1566.6409978915713,1054.5065460301887,1433.2252151333685,1060.9971137787522,1678.254855780208,1565.064131180732,1236.4261418493722,1710.6561054896108,1206.2074239046387,973.4092210855074,1155.47311543873,1427.3041762918529,1485.6714492235963,1928.2606948533005,1740.4507039578184,1420.8648690218133,1574.9487699233562,1271.6258398316688,1455.6662444078465,1712.5635563365329,1672.2582477236394,952.090342285545,1272.2170750002133,774.2207592956672,964.9720465051394,1119.3666984354588,680.1869918158039,623.1469572388517,906.4506306802134,1141.5127926670882,1167.1350041726075,1278.110082807186,731.9170654138412,587.6078097796623,1010.499321937689,1434.8416514242972,1231.4404954856857,730.2410339316823,1182.4312506279568,1359.5371134441696,190.98390769322586,132.32629324471876,294.56496760648986,489.97891606130395,445.92734599512835,370.4543892127178,309.2818124639023,143.78277305720079,308.7211805611627,355.74980914794986,371.85351367404127,316.01295711498017,0.0,519.4956843111637,2577.2185020792813,1538.8675972637566,1770.631663099678,1831.112075117216,2099.019106343501,1830.928427310299,2035.207866915493,1431.5956504907108,2272.564844518097,2535.3525725215127,2525.6682632882253,1661.5134910045674,1935.5778130050699
