Resource,Zone,THERM,STOR,HYDRO,FLEX,MUST_RUN,VRE,LDS,Num_VRE_Bins,CapRes_1,ESR_1,ESR_2,Resource_Type,region,Existing_Cap_MW,Existing_Charge_Cap_MW,Existing_Cap_MWh,New_Build,Min_Cap_MW,Max_Cap_MW,Min_Charge_Cap_MW,Max_Charge_Cap_MW,Min_Cap_MWh,Max_Cap_MWh,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Heat_Rate_MMBTU_per_MWh,Fuel,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Max_Flexible_Demand_Advance,Max_Flexible_Demand_Delay,Flexible_Demand_Energy_Eff,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,MinCapTag,MinCapTag_1,MinCapTag_2,MinCapTag_3,cluster,MGA,R_ID,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Min_Power,Self_Disch,Eff_Up,Eff_Down
FR1 13 onwind,36,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 13,899.056,0,0,1,0,28995.20291,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,1,1,0,0,0,0
FR1 13 solar,36,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 13,142.85546,0,0,1,0,26968.82025,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,1,1,0,0,0,0
FR1 14 coal,37,1,0,0,0,0,0,0,0,0,0,0,coal,FR1 14,580,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.530726257,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
FR1 14 nuclear,37,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 14,5320,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 14 offwind-ac,37,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,FR1 14,0,0,0,1,0,5782.881306,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,1,1,0,0,0,0
FR1 14 offwind-dc,37,0,0,0,0,0,1,0,1,0,0,0,offwind-dc,FR1 14,0,0,0,1,0,8612.550309,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,1,1,0,0,0,0
FR1 14 onwind,37,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 14,542.44776,0,0,1,0,78371.27419,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,1,1,0,0,0,0
FR1 14 solar,37,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 14,227.827745,0,0,1,0,42784.8073,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,1,1,0,0,0,0
FR1 15 onwind,38,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 15,1891.201,0,0,1,0,70947.78693,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,1,1,0,0,0,0
FR1 15 solar,38,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 15,199.764913,0,0,1,0,32199.298,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,1,1,0,0,0,0
FR1 16 nuclear,39,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 16,3580,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 16 onwind,39,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 16,145.6,0,0,1,0,53323.65716,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,1,1,0,0,0,0
FR1 16 ror,39,0,0,0,0,1,0,0,0,0,0,0,ror,FR1 16,1085.813501,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,1,1,0,0,0,0
FR1 16 solar,39,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 16,364.830948,0,0,1,0,33646.67203,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,1,1,0,0,0,0
FR1 17 nuclear,40,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 17,5320,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 17 onwind,40,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 17,229.04,0,0,1,0,24550.00019,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,1,1,0,0,0,0
FR1 17 ror,40,0,0,0,0,1,0,0,0,0,0,0,ror,FR1 17,1338.1,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,1,1,0,0,0,0
FR1 17 solar,40,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 17,196.324483,0,0,1,0,16879.78498,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,1,1,0,0,0,0
FR1 18 onwind,41,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 18,551.174,0,0,1,0,24009.1596,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,1,1,0,0,0,0
FR1 18 ror,41,0,0,0,0,1,0,0,0,0,0,0,ror,FR1 18,18.25398859,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,1,1,0,0,0,0
FR1 18 solar,41,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 18,571.294165,0,0,1,0,13337.77419,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,1,1,0,0,0,0
FR1 2 coal,42,1,0,0,0,0,0,0,0,0,0,0,coal,FR1 2,1161.640565,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.530726257,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
FR1 2 nuclear,42,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 2,6280,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 2 offwind-ac,42,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,FR1 2,0,0,0,1,0,8640.041956,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,1,1,0,0,0,0
FR1 2 oil,42,1,0,0,0,0,0,0,0,0,0,0,oil,FR1 2,2408.472288,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,10.22027649,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,650,0,0,1,1,0.3,0.3,0.2,0,0,0
FR1 2 onwind,42,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 2,1121.913,0,0,1,0,67038.76049,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,1,1,0,0,0,0
FR1 2 solar,42,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 2,559.791666,0,0,1,0,62128.95646,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,1,1,0,0,0,0
FR1 3 CCGT,43,1,0,0,0,0,0,0,0,0,0,0,CCGT,FR1 3,796,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.539346109,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
FR1 3 nuclear,43,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 3,8120,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 3 offwind-ac,43,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,FR1 3,0,0,0,1,0,5676.388404,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,1,1,0,0,0,0
FR1 3 offwind-dc,43,0,0,0,0,0,1,0,1,0,0,0,offwind-dc,FR1 3,0,0,0,1,0,1423.583261,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,1,1,0,0,0,0
FR1 3 onwind,43,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 3,2097.55208,0,0,1,0,17122.82859,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,1,1,0,0,0,0
FR1 3 solar,43,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 3,82.553659,0,0,1,0,18809.52813,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,1,1,0,0,0,0
FR1 4 CCGT,44,1,0,0,0,0,0,0,0,0,0,0,CCGT,FR1 4,840,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.539346109,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
FR1 4 coal,44,1,0,0,0,0,0,0,0,0,0,0,coal,FR1 4,596.4932109,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.530726257,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
FR1 4 nuclear,44,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 4,7820,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 4 onwind,44,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 4,1354.128,0,0,1,0,44019.38903,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,1,1,0,0,0,0
FR1 4 solar,44,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 4,249.011931,0,0,1,0,24956.74619,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,1,1,0,0,0,0
FR1 5 biomass,45,1,0,0,0,0,0,0,0,0,0,0,biomass,FR1 5,150,0,0,0,0,-1,0,0,0,0,127746.689,99999.99415,0,0,0,0,0,0,10.6625,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,100,0,4.3,2,1,0.3,0.3,0.1,0,0,0
FR1 5 onwind,45,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 5,0,0,0,1,0,39971.02413,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,1,1,0,0,0,0
FR1 5 ror,45,0,0,0,0,1,0,0,0,0,0,0,ror,FR1 5,586.9337553,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,1,1,0,0,0,0
FR1 5 solar,45,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 5,551.284872,0,0,1,0,13353.44992,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,1,1,0,0,0,0
FR1 6 nuclear,46,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 6,2620,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 6 onwind,46,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 6,537.765,0,0,1,0,55338.32284,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,1,1,0,0,0,0
FR1 6 ror,46,0,0,0,0,1,0,0,0,0,0,0,ror,FR1 6,257,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,1,1,0,0,0,0
FR1 6 solar,46,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 6,907.765897,0,0,1,0,31676.15535,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,1,1,0,0,0,0
FR1 7 CCGT,47,1,0,0,0,0,0,0,0,0,0,0,CCGT,FR1 7,203,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.539346109,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
FR1 7 nuclear,47,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 7,2620,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 7 oil,47,1,0,0,0,0,0,0,0,0,0,0,oil,FR1 7,3135.205189,0,0,0,0,-1,0,0,0,0,23132.03965,6000,0,0,0,0,0,0,10.22027649,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,650,0,0,1,1,0.3,0.3,0.2,0,0,0
FR1 7 onwind,47,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 7,2068.57247,0,0,1,0,46125.80964,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,1,1,0,0,0,0
FR1 7 solar,47,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 7,169.265738,0,0,1,0,39967.13369,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,1,1,0,0,0,0
FR1 8 offwind-ac,48,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,FR1 8,0,0,0,1,0,1609.454466,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,1,1,0,0,0,0
FR1 8 onwind,48,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 8,0,0,0,1,0,41936.54155,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,1,1,0,0,0,0
FR1 8 ror,48,0,0,0,0,1,0,0,0,0,0,0,ror,FR1 8,160.67,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,1,1,0,0,0,0
FR1 8 solar,48,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 8,578.820436,0,0,1,0,21898.31957,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,1,1,0,0,0,0
FR1 9 CCGT,49,1,0,0,0,0,0,0,0,0,0,0,CCGT,FR1 9,1783,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.539346109,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
FR1 9 coal,49,1,0,0,0,0,0,0,0,0,0,0,coal,FR1 9,576.2105979,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,9.530726257,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
FR1 9 nuclear,49,1,0,0,0,0,0,0,0,0,0,0,nuclear,FR1 9,7320,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
FR1 9 onwind,49,0,0,0,0,0,1,0,1,0,0,0,onwind,FR1 9,106.34,0,0,1,0,19205.17323,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,1,1,0,0,0,0
FR1 9 ror,49,0,0,0,0,1,0,0,0,0,0,0,ror,FR1 9,1628.766878,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,1,1,0,0,0,0
FR1 9 solar,49,0,0,0,0,0,1,0,1,0,0,0,solar,FR1 9,662.404821,0,0,1,0,10903.78303,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,1,1,0,0,0,0
GB0 0 onwind,50,0,0,0,0,0,1,0,1,0,0,0,onwind,GB0 0,134.7,0,0,1,0,18403.98084,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,1,1,0,0,0,0
GB0 0 solar,50,0,0,0,0,0,1,0,1,0,0,0,solar,GB0 0,605.8,0,0,1,0,19543.55277,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,1,1,0,0,0,0
GB0 1 CCGT,51,1,0,0,0,0,0,0,0,0,0,0,CCGT,GB0 1,9825,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.571259262,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
GB0 1 biomass,51,1,0,0,0,0,0,0,0,0,0,0,biomass,GB0 1,16.7,0,0,0,0,-1,0,0,0,0,127746.689,99999.99415,0,0,0,0,0,0,13.12307692,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,100,0,4.3,2,1,0.3,0.3,0.1,0,0,0
GB0 1 coal,51,1,0,0,0,0,0,0,0,0,0,0,coal,GB0 1,7163.450152,0,0,0,0,-1,0,0,0,0,65680.53612,24999.988,0,0,0,0,6,0,10.49325398,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,650,3581,4.00307692,3,1,0.3,0.3,0.3,0,0,0
GB0 1 offwind-ac,51,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,GB0 1,1868.4,0,0,1,0,9261.879108,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,1,1,0,0,0,0
GB0 1 offwind-dc,51,0,0,0,0,0,1,0,1,0,0,0,offwind-dc,GB0 1,0,0,0,1,0,14319.35938,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,1,1,0,0,0,0
GB0 1 onwind,51,0,0,0,0,0,1,0,1,0,0,0,onwind,GB0 1,872,0,0,1,0,38085.89321,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,1,1,0,0,0,0
GB0 1 solar,51,0,0,0,0,0,1,0,1,0,0,0,solar,GB0 1,824.1,0,0,1,0,25769.93027,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,1,1,0,0,0,0
GB0 10 offwind-ac,52,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,GB0 10,363,0,0,1,0,4034.471448,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,1,1,0,0,0,0
GB0 10 offwind-dc,52,0,0,0,0,0,1,0,1,0,0,0,offwind-dc,GB0 10,363,0,0,1,0,9243.345364,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,1,1,0,0,0,0
GB0 10 onwind,52,0,0,0,0,0,1,0,1,0,0,0,onwind,GB0 10,367.6,0,0,1,0,14171.66293,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,1,1,0,0,0,0
GB0 10 ror,52,0,0,0,0,1,0,0,0,0,0,0,ror,GB0 10,91.4,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,1,1,0,0,0,0
GB0 10 solar,52,0,0,0,0,0,1,0,1,0,0,0,solar,GB0 10,68.6,0,0,1,0,6623.287454,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,1,1,0,0,0,0
GB0 11 CCGT,53,1,0,0,0,0,0,0,0,0,0,0,CCGT,GB0 11,905,0,0,1,0,-1,0,0,0,0,46264.07931,20000,0,0,0,0,4,0,6.571259262,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,500,0,1.18,2,1,0.7,0.7,0.3,0,0,0
GB0 11 OCGT,53,1,0,0,0,0,0,0,0,0,0,0,OCGT,GB0 11,140,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,10.41109569,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,100,0,1.88,1,1,1,1,0.25,0,0,0
GB0 11 offwind-ac,53,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,GB0 11,0,0,0,1,0,8451.657862,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,1,1,0,0,0,0
GB0 11 onwind,53,0,0,0,0,0,1,0,1,0,0,0,onwind,GB0 11,217.8,0,0,1,0,16962.23618,0,0,0,0,60143.3031,25485.7096,0,0,0,0,2.3,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,1,1,0,0,0,0
GB0 11 ror,53,0,0,0,0,1,0,0,0,0,0,0,ror,GB0 11,320,0,0,0,0,-1,0,0,0,0,125442.2265,60000,0,0,0,0,0,0,3.791111111,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,1,1,0,0,0,0
GB0 11 solar,53,0,0,0,0,0,1,0,1,0,0,0,solar,GB0 11,791.3,0,0,1,0,12324.26769,0,0,0,0,38407.17767,25000.002,0,0,0,0,0.01,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,1,1,0,0,0,0
GB0 12 OCGT,54,1,0,0,0,0,0,0,0,0,0,0,OCGT,GB0 12,106,0,0,1,0,-1,0,0,0,0,23132.03965,15000,0,0,0,0,3,0,10.41109569,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,100,0,1.88,1,1,1,1,0.25,0,0,0
GB0 12 nuclear,54,1,0,0,0,0,0,0,0,0,0,0,nuclear,GB0 12,1020,0,0,1,0,-1,0,0,0,0,276194,128794,0,0,0,0,2.65,0,10.44,uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,1000,1000,0,22,6,0.25,0.25,0.5,0,0,0
GB0 12 offwind-ac,54,0,0,0,0,0,1,0,1,0,0,0,offwind-ac,GB0 12,598,0,0,1,0,11965.24092,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,1,1,0,0,0,0
GB0 12 offwind-dc,54,0,0,0,0,0,1,0,1,0,0,0,offwind-dc,GB0 12,0,0,0,1,0,4645.733456,0,0,0,0,111612.0913,44484.1454,0,0,0,0,2.7,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,1,1,0,0,0,0
